x,y,col,bmi,steps,logo,rnorm,index,group
181,1,#555555ff,15.030909090909091,8410.194174757282,FALSE,-18.70095402769018,-148868.4604513264,F
276,465,#555555ff,29.372727272727275,4951.456310679612,FALSE,8.948666518069183,49260.38761374062,M
196,476,#555555ff,29.71272727272727,7864.077669902913,FALSE,18.786973296648092,155606.29485713548,M
189,324,#555555ff,25.014545454545456,8118.9320388349515,FALSE,-2.5132060359000574,-12285.616966227408,F
230,362,#555555ff,26.189090909090908,6626.213592233009,FALSE,8.502370026724162,62964.73342950718,M
327,460,#555555ff,29.21818181818182,3094.6601941747576,FALSE,-3.093080387617049,-6477.372558766355,F
252,218,#555555ff,21.73818181818182,5825.242718446601,FALSE,1.9866565132382568,17397.99910624227,M
233,455,#555555ff,29.063636363636363,6516.990291262136,FALSE,3.9839946887404176,32480.644998223357,M
285,443,#555555ff,28.69272727272727,4623.786407766991,FALSE,9.821048074294282,50034.21500371507,M
214,423,#555555ff,28.074545454545454,7208.73786407767,FALSE,11.010170440913083,86578.17041143654,M
144,381,#555555ff,26.776363636363637,9757.281553398057,FALSE,-14.591730414691828,-132618.3404540319,F
368,272,#555555ff,23.407272727272726,1601.941747572815,FALSE,11.765704347357431,20449.914731203648,M
169,448,#555555ff,28.847272727272728,8847.087378640776,FALSE,-1.6684986459645212,-5914.265933351164,F
167,445,#555555ff,28.754545454545454,8919.902912621359,FALSE,-6.975127305059391,-53297.555451682674,F
393,533,#555555ff,31.474545454545456,691.7475728155332,FALSE,-5.560043197206152,-3154.3988136013395,F
86,105,#555555ff,18.245454545454546,11868.932038834952,FALSE,8.590537520690193,113829.43804896854,M
61,309,#555555ff,24.55090909090909,12779.126213592233,FALSE,4.845876934178335,74705.19917099256,M
242,387,#555555ff,26.96181818181818,6189.320388349515,FALSE,5.554958769881518,40570.73995921814,M
138,493,#555555ff,30.23818181818182,9975.728155339806,FALSE,0.8921205263422562,18875.280007928817,M
359,541,#555555ff,31.721818181818183,1929.6116504854363,FALSE,4.706106176784432,11010.56895763015,M
150,534,#555555ff,31.505454545454548,9538.83495145631,FALSE,17.769071922529314,179035.0792610199,M
339,441,#555555ff,28.63090909090909,2657.766990291262,FALSE,0.3420550778404132,3566.8696850370206,F
157,456,#555555ff,29.094545454545454,9283.980582524273,FALSE,-0.643096095488701,3313.4889193099975,F
397,505,#555555ff,30.60909090909091,546.116504854368,FALSE,-8.086188348787836,-3869.8844137797582,F
175,411,#555555ff,27.703636363636363,8628.640776699029,FALSE,-4.565122083155204,-30762.15778062318,F
105,449,#555555ff,28.87818181818182,11177.184466019418,FALSE,17.09851623789796,202290.4545522333,M
172,362,#555555ff,26.189090909090908,8737.864077669903,FALSE,2.2847387669250656,28701.600876044264,M
99,466,#555555ff,29.403636363636366,11395.631067961165,FALSE,14.23017341411127,173557.43732828257,M
173,49,#555555ff,16.514545454545456,8701.456310679612,FALSE,-0.9692040087366544,267.9699725220732,F
266,427,#555555ff,28.19818181818182,5315.533980582524,FALSE,13.294471314344754,75982.74800586168,M
234,425,#555555ff,28.136363636363637,6480.582524271844,FALSE,-1.3477739666176967,-2253.7778904593447,F
377,513,#555555ff,30.85636363636364,1274.271844660194,FALSE,2.424128578569749,4363.2706401677615,F
400,453,#555555ff,29.00181818181818,436.8932038834955,FALSE,-3.2086538667855438,-964.9458641296073,F
123,482,#555555ff,29.89818181818182,10521.844660194176,FALSE,10.491240071063325,120909.042980727,M
149,331,#555555ff,25.23090909090909,9575.242718446603,FALSE,-8.449738636043714,-71333.0556291079,F
226,176,#555555ff,20.44,6771.844660194174,FALSE,-9.801451452336751,-59602.06201946489,F
411,352,#555555ff,25.880000000000003,36.40776699029084,FALSE,4.908902822747635,215.1299571388677,F
64,51,#555555ff,16.576363636363638,12669.902912621359,FALSE,3.490903730329184,56899.31425319985,M
264,248,#555555ff,22.665454545454544,5388.349514563106,FALSE,-1.0976120991269194,-525.9681069460217,F
147,448,#555555ff,28.847272727272728,9648.058252427185,FALSE,-24.521487434781765,-226936.68095450854,F
163,72,#555555ff,17.225454545454546,9065.533980582524,FALSE,5.084192969388191,55156.458108409934,M
165,252,#555555ff,22.78909090909091,8992.718446601943,FALSE,-7.241212718994577,-56125.468747269195,F
231,149,#555555ff,19.605454545454545,6589.805825242718,FALSE,1.384378548638359,15712.591649400836,M
345,273,#555555ff,23.438181818181818,2439.3203883495153,FALSE,-0.0772590891754379,2250.8607169385564,F
366,455,#555555ff,29.063636363636363,1674.7572815533986,FALSE,5.603087973307208,11058.56966403392,M
6,52,#555555ff,16.607272727272726,14781.553398058253,FALSE,1.823291127011915,41732.62855219069,M
137,387,#555555ff,26.96181818181818,10012.135922330097,FALSE,-4.3465614160698625,-33506.227770116944,F
130,148,#555555ff,19.574545454545454,10266.990291262136,FALSE,11.328224975270214,126573.76612959467,M
270,450,#555555ff,28.90909090909091,5169.902912621359,FALSE,17.34341057839271,94833.65177664193,M
88,100,#555555ff,18.09090909090909,11796.11650485437,FALSE,4.644121262200723,66578.71197644543,M
252,478,#555555ff,29.774545454545454,5825.242718446601,FALSE,21.82302573162517,132949.66445606895,M
50,86,#555555ff,17.658181818181816,13179.611650485436,FALSE,6.983026749719137,105213.19235673522,M
238,400,#555555ff,27.363636363636363,6334.95145631068,FALSE,-14.05235450570043,-82686.03218417021,F
142,472,#555555ff,29.589090909090906,9830.097087378641,FALSE,16.746782257396696,174452.5925787782,M
107,474,#555555ff,29.65090909090909,11104.368932038835,FALSE,-7.284802311054683,-69788.76352688149,F
151,332,#555555ff,25.26181818181818,9502.42718446602,FALSE,-1.7098067311722676,-6744.886778008319,F
122,350,#555555ff,25.81818181818182,10558.252427184467,FALSE,12.855486836153126,146289.72751763617,M
229,522,#555555ff,31.134545454545453,6662.621359223302,FALSE,13.341073484186332,95549.14250993078,M
264,245,#555555ff,22.57272727272727,5388.349514563106,FALSE,11.202412438401497,65750.86313895951,M
212,412,#555555ff,27.734545454545454,7281.553398058252,FALSE,9.961919289556342,79819.80065210928,M
401,473,#555555ff,29.619999999999997,400.4854368932047,FALSE,-7.361474815922805,-2547.6780209399635,F
267,427,#555555ff,28.19818181818182,5279.126213592233,FALSE,4.579083480554398,29452.685850014117,M
34,88,#555555ff,17.72,13762.135922330097,FALSE,-0.035746583363163664,13270.186583327335,M
51,225,#555555ff,21.954545454545453,13143.203883495145,FALSE,-10.922453676622744,-130412.83169638873,F
404,306,#555555ff,24.45818181818182,291.26213592233034,FALSE,12.145845128130606,3828.8869305234807,F
158,457,#555555ff,29.125454545454545,9247.57281553398,FALSE,16.693579625366823,163622.66595302813,M
393,497,#555555ff,30.361818181818183,691.7475728155332,FALSE,-6.170118382128517,-3576.416842006373,F
249,506,#555555ff,30.64,5934.466019417476,FALSE,21.435192766353758,133140.88911100713,M
401,449,#555555ff,28.87818181818182,400.4854368932047,FALSE,-10.487756900601283,-3799.7084674738226,F
236,132,#555555ff,19.08,6407.766990291262,FALSE,-1.298801598179669,-1914.6510174619568,F
401,436,#555555ff,28.476363636363637,400.4854368932047,FALSE,-1.340320125377696,-136.29325409543677,F
2,58,#555555ff,16.792727272727273,14927.184466019418,FALSE,10.907305558464206,177742.54656445357,M
179,533,#555555ff,31.474545454545456,8483.009708737864,FALSE,-15.653947660008264,-124309.5802711866,F
202,532,#555555ff,31.443636363636365,7645.631067961165,FALSE,6.440877351168723,56890.20304898417,M
149,295,#555555ff,24.118181818181817,9575.242718446603,FALSE,-8.774535568674693,-74443.06509325647,F
103,455,#555555ff,29.063636363636363,11250,FALSE,1.7726591636230082,31192.415590758847,M
178,544,#555555ff,31.814545454545456,8519.417475728154,FALSE,1.792826108707493,23793.251557192474,M
400,517,#555555ff,30.979999999999997,436.8932038834955,FALSE,-3.913801982042631,-1273.0202834166846,F
118,192,#555555ff,20.934545454545457,10703.88349514563,FALSE,-4.0178653779199545,-32302.87940928883,F
385,527,#555555ff,31.28909090909091,983.0097087378635,FALSE,-0.7199770129260377,275.26531496348224,F
153,92,#555555ff,17.843636363636364,9429.611650485436,FALSE,-5.831157699717369,-45555.94093058732,F
47,219,#555555ff,21.76909090909091,13288.83495145631,FALSE,-20.61771256262141,-260696.54436978695,F
311,359,#555555ff,26.096363636363634,3677.1844660194183,FALSE,-0.7009873329880155,1099.5247342795062,F
355,498,#555555ff,30.39272727272727,2075.2427184466014,FALSE,9.874753675873402,22567.75338075669,M
228,445,#555555ff,28.754545454545454,6699.0291262135925,FALSE,3.393423854974529,29431.67436827597,M
128,432,#555555ff,28.35272727272727,10339.805825242718,FALSE,0.3256512323663488,13706.97633466176,M
223,407,#555555ff,27.58,6881.0679611650485,FALSE,12.298169365059014,91505.60716005413,M
243,17,#555555ff,15.525454545454545,6152.912621359223,FALSE,-6.253064155142524,-32321.644740986158,F
175,467,#555555ff,29.434545454545457,8628.640776699029,FALSE,-25.508523387650442,-211475.2442793624,F
173,240,#555555ff,22.418181818181818,8701.456310679612,FALSE,0.6195617971465365,14092.546220316342,M
109,78,#555555ff,17.41090909090909,11031.553398058251,FALSE,21.67096479052693,250095.95867219634,M
190,324,#555555ff,25.014545454545456,8082.52427184466,FALSE,-2.8084982046933913,-14617.230635021828,F
148,309,#555555ff,24.55090909090909,9611.650485436894,FALSE,9.94242351023078,105174.75024396575,M
386,280,#555555ff,23.654545454545456,946.6019417475727,FALSE,-1.794812055095076,-752.3706346773776,F
251,408,#555555ff,27.61090909090909,5861.650485436894,FALSE,5.023346845806486,35306.753962676376,M
240,475,#555555ff,29.68181818181818,6262.135922330097,FALSE,2.0342174604311456,19000.682155127077,M
208,201,#555555ff,21.21272727272727,7427.184466019417,FALSE,13.084795696070081,104610.37580090885,M
129,141,#555555ff,19.35818181818182,10303.398058252427,FALSE,-5.863839908957251,-50114.07867360081,F
159,488,#555555ff,30.083636363636366,9211.16504854369,FALSE,15.324423718006038,150366.96118891484,M
248,29,#555555ff,15.896363636363636,5970.873786407767,FALSE,5.767415002472963,40407.38084000847,M
235,519,#555555ff,31.041818181818183,6444.174757281553,FALSE,0.0041282504565912535,6470.777924665654,F
147,104,#555555ff,18.214545454545455,9648.058252427185,FALSE,3.2909894945259937,41399.716603739864,M
359,464,#555555ff,29.341818181818184,1929.6116504854363,FALSE,-3.078370167497017,-4010.4472892236117,F
354,438,#555555ff,28.53818181818182,2111.650485436894,FALSE,-4.802883708768985,-8030.361229682084,F
254,480,#555555ff,29.836363636363636,5752.42718446602,FALSE,-6.636449705048248,-32423.26650719502,F
176,543,#555555ff,31.783636363636365,8592.233009708738,FALSE,-2.8038519001691764,-15499.115841259429,F
289,61,#555555ff,16.885454545454547,4478.155339805826,FALSE,-5.859734772817534,-21762.64722293289,F
183,417,#555555ff,27.88909090909091,8337.3786407767,FALSE,1.167918844274908,18074.760267194928,M
216,329,#555555ff,25.169090909090908,7135.922330097087,FALSE,-3.561788500683803,-18280.723767015486,F
249,51,#555555ff,16.576363636363638,5934.466019417476,FALSE,-12.270314182008764,-66883.29654128988,F
212,327,#555555ff,25.10727272727273,7281.553398058252,FALSE,-18.295431890219753,-125937.6108511147,F
318,275,#555555ff,23.5,3422.330097087379,FALSE,-14.676463821148133,-46805.37375684191,F
295,79,#555555ff,17.44181818181818,4259.708737864077,FALSE,-1.949682513652708,-4045.370901603161,F
174,358,#555555ff,26.065454545454543,8665.048543689321,FALSE,-19.77719329009664,-162705.29137292478,F
180,544,#555555ff,31.814545454545456,8446.601941747573,FALSE,-6.584531471446824,-47170.31437047317,F
14,48,#555555ff,16.483636363636364,14490.291262135923,FALSE,-7.15373447760455,-89169.40493033777,F
373,451,#555555ff,28.939999999999998,1419.902912621359,FALSE,-13.100013695077058,-17180.844688398247,F
146,488,#555555ff,30.083636363636366,9684.466019417476,FALSE,-6.687902112452807,-55084.29472982209,F
308,62,#555555ff,16.916363636363638,3786.407766990291,FALSE,1.8971392635759274,10969.750609656423,M
278,468,#555555ff,29.46545454545455,4878.640776699029,FALSE,3.5929049670177498,22407.133455596304,M
344,528,#555555ff,31.32,2475.728155339806,FALSE,8.563018530466188,23675.43422591144,M
103,444,#555555ff,28.723636363636363,11250,FALSE,16.442470925629443,196227.79791333125,M
238,108,#555555ff,18.338181818181816,6334.95145631068,FALSE,4.497435736128872,34825.988522563974,M
339,373,#555555ff,26.52909090909091,2657.766990291262,FALSE,-21.070694135342233,-53343.22834514501,F
190,228,#555555ff,22.047272727272727,8082.52427184466,FALSE,-0.594339023109898,3278.7646918544656,F
315,275,#555555ff,23.5,3531.553398058253,FALSE,-20.972565523252985,-70534.1816415852,F
88,350,#555555ff,25.81818181818182,11796.11650485437,FALSE,-0.73927125065906,3075.5867033907007,F
328,360,#555555ff,26.127272727272725,3058.252427184467,FALSE,9.29645864095444,31489.16963010339,M
91,128,#555555ff,18.956363636363637,11686.893203883496,FALSE,-15.98577907750011,-175137.19965573552,F
201,456,#555555ff,29.094545454545454,7682.038834951456,FALSE,5.865327162918287,52739.70988018538,M
87,451,#555555ff,28.939999999999998,11832.52427184466,FALSE,6.384360554545982,87375.62549371763,M
233,141,#555555ff,19.35818181818182,6516.990291262136,FALSE,-16.000857415981994,-97760.44214056227,F
33,72,#555555ff,17.225454545454546,13798.543689320388,FALSE,15.58010102436647,228781.24835806646,M
301,48,#555555ff,16.483636363636364,4041.2621359223303,FALSE,3.5469684871279132,18375.491580262074,M
276,83,#555555ff,17.565454545454546,4951.456310679612,FALSE,-4.643587601768047,-18041.06482428839,F
168,246,#555555ff,22.60363636363636,8883.495145631068,FALSE,-1.5135329360719842,-4561.967344717142,F
338,499,#555555ff,30.423636363636362,2694.174757281553,FALSE,12.937882076749245,37551.09006114481,M
209,457,#555555ff,29.125454545454545,7390.776699029127,FALSE,-9.359276025293163,-61781.54246848952,F
91,96,#555555ff,17.96727272727273,11686.893203883496,FALSE,-8.588328113741554,-88683.98026132424,F
110,482,#555555ff,29.89818181818182,10995.14563106796,FALSE,-27.59425514757126,-292407.7082973248,F
163,27,#555555ff,15.834545454545454,9065.533980582524,FALSE,18.455720890508328,176376.49884963254,M
341,399,#555555ff,27.332727272727272,2584.9514563106804,FALSE,2.7431766967465103,9675.930053483095,M
125,443,#555555ff,28.69272727272727,10449.029126213592,FALSE,7.983208375812002,93865.8059657055,M
149,316,#555555ff,24.767272727272726,9575.242718446603,FALSE,-2.0436937367789723,-9993.62085338118,F
251,348,#555555ff,25.756363636363638,5861.650485436894,FALSE,-0.3847867332750046,3606.165143545787,F
284,275,#555555ff,23.5,4660.194174757282,FALSE,-7.104467571505228,-28448.00421672339,F
307,71,#555555ff,17.194545454545455,3822.8155339805817,FALSE,-6.797019796845911,-22160.937330175504,F
381,517,#555555ff,30.979999999999997,1128.6407766990287,FALSE,3.7096619997900495,5315.5165774329425,F
230,485,#555555ff,29.990909090909092,6626.213592233009,FALSE,12.338958670078647,88386.78924590947,M
121,146,#555555ff,19.512727272727272,10594.660194174758,FALSE,21.545498433871018,238861.8948151626,M
382,517,#555555ff,30.979999999999997,1092.2330097087379,FALSE,-12.16296298907677,-12192.556662826568,F
315,51,#555555ff,16.576363636363638,3531.553398058253,FALSE,2.329997640710195,11760.064483576056,M
152,282,#555555ff,23.716363636363635,9466.019417475727,FALSE,-20.069671330891936,-180513.87910310325,F
154,413,#555555ff,27.765454545454546,9393.203883495145,FALSE,-5.2583187650935495,-39999.25636143698,F
314,359,#555555ff,26.096363636363634,3567.961165048544,FALSE,3.6368922829007606,16544.251591903198,M
340,371,#555555ff,26.46727272727273,2621.3592233009713,FALSE,2.5542225789371678,9316.894138961508,M
130,382,#555555ff,26.80727272727273,10266.990291262136,FALSE,-0.843969183384893,1601.9668793250062,F
86,465,#555555ff,29.372727272727275,11868.932038834952,FALSE,-4.482396557542968,-41332.32807375027,F
175,325,#555555ff,25.045454545454547,8628.640776699029,FALSE,-15.244167528652664,-122907.80476786461,F
207,378,#555555ff,26.683636363636364,7463.592233009709,FALSE,16.90606016529727,133643.53157351725,M
97,132,#555555ff,19.08,11468.446601941749,FALSE,11.687344462769076,145504.13249170847,M
228,176,#555555ff,20.44,6699.0291262135925,FALSE,-0.8547527322064821,973.0156774517221,F
254,458,#555555ff,29.156363636363636,5752.42718446602,FALSE,9.020396254993798,57641.59981634782,M
128,159,#555555ff,19.914545454545454,10339.805825242718,FALSE,-24.38046942332452,-241749.51394020012,F
268,476,#555555ff,29.71272727272727,5242.718446601943,FALSE,4.259264325347237,27572.84209405348,M
172,361,#555555ff,26.158181818181816,8737.864077669903,FALSE,5.692572887316861,58478.79221927354,M
158,88,#555555ff,17.72,9247.57281553398,FALSE,3.7882357432693183,44279.55869382549,M
401,508,#555555ff,30.701818181818183,400.4854368932047,FALSE,17.824656082857572,7539.000615707538,M
198,470,#555555ff,29.527272727272727,7791.26213592233,FALSE,21.73863268246608,177162.64784154398,M
270,463,#555555ff,29.310909090909092,5169.902912621359,FALSE,5.923983067472102,35796.320227464996,M
143,470,#555555ff,29.527272727272727,9793.689320388348,FALSE,4.480249125738744,53671.85733581512,M
160,261,#555555ff,23.067272727272726,9174.757281553397,FALSE,-17.606516259284323,-152360.75597110373,F
337,274,#555555ff,23.46909090909091,2730.582524271844,FALSE,-2.0159492687393135,-2774.1333187663286,F
36,88,#555555ff,17.72,13689.320388349515,FALSE,-8.648336529268075,-104700.52918706783,F
38,51,#555555ff,16.576363636363638,13616.504854368932,FALSE,8.818457752811405,133693.07765357278,M
396,417,#555555ff,27.88909090909091,582.5242718446607,FALSE,10.969393207498204,6972.462062620319,F
154,534,#555555ff,31.505454545454548,9393.203883495145,FALSE,-25.05070597547483,-225913.18476963008,F
130,402,#555555ff,27.425454545454546,10266.990291262136,FALSE,13.67876479896359,150706.73567867957,M
152,92,#555555ff,17.843636363636364,9466.019417475727,FALSE,4.920513979546998,56043.70029182837,M
269,98,#555555ff,18.02909090909091,5206.31067961165,FALSE,2.0375120137122855,15814.23123643896,M
236,534,#555555ff,31.505454545454548,6407.766990291262,FALSE,4.200269940668743,33322.11806642108,M
274,54,#555555ff,16.669090909090908,5024.271844660194,FALSE,5.2048307496704656,31174.756436451124,M
224,380,#555555ff,26.745454545454546,6844.660194174758,FALSE,-8.032504288488798,-48135.102168782556,F
353,518,#555555ff,31.01090909090909,2148.058252427185,FALSE,19.1264276331271,43232.7389692172,M
392,489,#555555ff,30.114545454545453,728.1553398058259,FALSE,-7.626511726617035,-4825.129898022117,F
205,377,#555555ff,26.652727272727272,7536.407766990291,FALSE,2.5646908341540744,26864.963689437864,M
123,178,#555555ff,20.50181818181818,10521.844660194176,FALSE,-14.650698259417895,-143630.52658877813,F
47,85,#555555ff,17.627272727272725,13288.83495145631,FALSE,-3.376809617720843,-31585.030720926254,F
85,82,#555555ff,17.534545454545455,11905.339805825242,FALSE,8.677270348374273,115211.19189023254,M
21,194,#555555ff,20.996363636363636,14235.436893203883,FALSE,5.088028795971347,86665.74972905814,M
42,83,#555555ff,17.565454545454546,13470.873786407767,FALSE,-16.129295944008895,-203804.83613895476,F
302,360,#555555ff,26.127272727272725,4004.8543689320395,FALSE,-21.665565062980843,-82762.57852892815,F
12,157,#555555ff,19.85272727272727,14563.106796116504,FALSE,9.484646347213559,152689.02447398385,M
240,514,#555555ff,30.887272727272727,6262.135922330097,FALSE,-2.009355224682772,-6320.719610877553,F
399,510,#555555ff,30.763636363636365,473.30097087378635,FALSE,-15.291748147915264,-6764.298273891933,F
30,80,#555555ff,17.472727272727273,13907.766990291262,FALSE,4.490078375500659,76354.73080489994,M
339,275,#555555ff,23.5,2657.766990291262,FALSE,17.25878140964196,48527.586513490154,M
202,407,#555555ff,27.58,7645.631067961165,FALSE,9.857719703081928,83014.11908909726,M
288,467,#555555ff,29.434545454545457,4514.563106796117,FALSE,-0.5364461462547692,2092.743126131382,F
171,243,#555555ff,22.51090909090909,8774.271844660194,FALSE,4.353561131990892,46973.60070909484,M
311,360,#555555ff,26.127272727272725,3677.1844660194183,FALSE,14.113114204789937,55573.70878703097,M
158,461,#555555ff,29.24909090909091,9247.57281553398,FALSE,-26.589849926635182,-236644.00053514572,F
88,349,#555555ff,25.78727272727273,11796.11650485437,FALSE,8.40193392013267,110906.30789282714,M
214,496,#555555ff,30.330909090909092,7208.73786407767,FALSE,-0.011043006717738247,7129.131723418245,F
191,223,#555555ff,21.89272727272727,8046.116504854369,FALSE,-12.897560305666566,-95729.15634292395,F
2,60,#555555ff,16.854545454545455,14927.184466019418,FALSE,-17.91814104189019,-252540.21215442885,F
